ethnicity,name,bam,bai
IBS,HG01524,/vol1/ftp/phase3/data/HG01524/exome_alignment/HG01524.mapped.ILLUMINA.bwa.IBS.exome.20121211.bam,/vol1/ftp/phase3/data/HG01524/exome_alignment/HG01524.mapped.ILLUMINA.bwa.IBS.exome.20121211.bam.bai
FIN,HG00330,/vol1/ftp/phase3/data/HG00330/exome_alignment/HG00330.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam,/vol1/ftp/phase3/data/HG00330/exome_alignment/HG00330.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam.bai
GIH,NA20908,/vol1/ftp/phase3/data/NA20908/exome_alignment/NA20908.mapped.ILLUMINA.bwa.GIH.exome.20120522.bam,/vol1/ftp/phase3/data/NA20908/exome_alignment/NA20908.mapped.ILLUMINA.bwa.GIH.exome.20120522.bam.bai
FIN,HG00383,/vol1/ftp/phase3/data/HG00383/exome_alignment/HG00383.mapped.ILLUMINA.bwa.FIN.exome.20121211.bam,/vol1/ftp/phase3/data/HG00383/exome_alignment/HG00383.mapped.ILLUMINA.bwa.FIN.exome.20121211.bam.bai
CEU,NA12347,/vol1/ftp/phase3/data/NA12347/exome_alignment/NA12347.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA12347/exome_alignment/NA12347.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
GIH,NA21142,/vol1/ftp/phase3/data/NA21142/exome_alignment/NA21142.mapped.ILLUMINA.bwa.GIH.exome.20121211.bam,/vol1/ftp/phase3/data/NA21142/exome_alignment/NA21142.mapped.ILLUMINA.bwa.GIH.exome.20121211.bam.bai
GWD,HG03040,/vol1/ftp/phase3/data/HG03040/exome_alignment/HG03040.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam,/vol1/ftp/phase3/data/HG03040/exome_alignment/HG03040.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam.bai
BEB,HG03940,/vol1/ftp/phase3/data/HG03940/exome_alignment/HG03940.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam,/vol1/ftp/phase3/data/HG03940/exome_alignment/HG03940.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam.bai
ITU,HG03790,/vol1/ftp/phase3/data/HG03790/exome_alignment/HG03790.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03790/exome_alignment/HG03790.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
GIH,NA20891,/vol1/ftp/phase3/data/NA20891/exome_alignment/NA20891.mapped.ILLUMINA.bwa.GIH.exome.20120522.bam,/vol1/ftp/phase3/data/NA20891/exome_alignment/NA20891.mapped.ILLUMINA.bwa.GIH.exome.20120522.bam.bai
GBR,HG00132,/vol1/ftp/phase3/data/HG00132/exome_alignment/HG00132.mapped.ILLUMINA.bwa.GBR.exome.20130415.bam,/vol1/ftp/phase3/data/HG00132/exome_alignment/HG00132.mapped.ILLUMINA.bwa.GBR.exome.20130415.bam.bai
CHS,HG00698,/vol1/ftp/phase3/data/HG00698/exome_alignment/HG00698.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam,/vol1/ftp/phase3/data/HG00698/exome_alignment/HG00698.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam.bai
MSL,HG03072,/vol1/ftp/phase3/data/HG03072/exome_alignment/HG03072.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03072/exome_alignment/HG03072.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
MSL,HG03437,/vol1/ftp/phase3/data/HG03437/exome_alignment/HG03437.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03437/exome_alignment/HG03437.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
PUR,HG01095,/vol1/ftp/phase3/data/HG01095/exome_alignment/HG01095.mapped.ILLUMINA.bwa.PUR.exome.20121211.bam,/vol1/ftp/phase3/data/HG01095/exome_alignment/HG01095.mapped.ILLUMINA.bwa.PUR.exome.20121211.bam.bai
CEU,NA07051,/vol1/ftp/phase3/data/NA07051/exome_alignment/NA07051.mapped.ILLUMINA.bwa.CEU.exome.20120522.bam,/vol1/ftp/phase3/data/NA07051/exome_alignment/NA07051.mapped.ILLUMINA.bwa.CEU.exome.20120522.bam.bai
LWK,NA19328,/vol1/ftp/phase3/data/NA19328/exome_alignment/NA19328.mapped.ILLUMINA.bwa.LWK.exome.20120522.bam,/vol1/ftp/phase3/data/NA19328/exome_alignment/NA19328.mapped.ILLUMINA.bwa.LWK.exome.20120522.bam.bai
ESN,HG03105,/vol1/ftp/phase3/data/HG03105/exome_alignment/HG03105.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam,/vol1/ftp/phase3/data/HG03105/exome_alignment/HG03105.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam.bai
YRI,NA19256,/vol1/ftp/phase3/data/NA19256/exome_alignment/NA19256.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam,/vol1/ftp/phase3/data/NA19256/exome_alignment/NA19256.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam.bai
CDX,HG02380,/vol1/ftp/phase3/data/HG02380/exome_alignment/HG02380.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG02380/exome_alignment/HG02380.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
CDX,HG02152,/vol1/ftp/phase3/data/HG02152/exome_alignment/HG02152.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam,/vol1/ftp/phase3/data/HG02152/exome_alignment/HG02152.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam.bai
ITU,HG04094,/vol1/ftp/phase3/data/HG04094/exome_alignment/HG04094.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG04094/exome_alignment/HG04094.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
YRI,NA18873,/vol1/ftp/phase3/data/NA18873/exome_alignment/NA18873.mapped.ILLUMINA.bwa.YRI.exome.20120522.bam,/vol1/ftp/phase3/data/NA18873/exome_alignment/NA18873.mapped.ILLUMINA.bwa.YRI.exome.20120522.bam.bai
PEL,HG01980,/vol1/ftp/phase3/data/HG01980/exome_alignment/HG01980.mapped.ILLUMINA.bwa.PEL.exome.20130415.bam,/vol1/ftp/phase3/data/HG01980/exome_alignment/HG01980.mapped.ILLUMINA.bwa.PEL.exome.20130415.bam.bai
CHB,NA18640,/vol1/ftp/phase3/data/NA18640/exome_alignment/NA18640.mapped.ILLUMINA.bwa.CHB.exome.20130415.bam,/vol1/ftp/phase3/data/NA18640/exome_alignment/NA18640.mapped.ILLUMINA.bwa.CHB.exome.20130415.bam.bai
FIN,HG00320,/vol1/ftp/phase3/data/HG00320/exome_alignment/HG00320.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam,/vol1/ftp/phase3/data/HG00320/exome_alignment/HG00320.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam.bai
MSL,HG03567,/vol1/ftp/phase3/data/HG03567/exome_alignment/HG03567.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03567/exome_alignment/HG03567.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
GBR,HG00261,/vol1/ftp/phase3/data/HG00261/exome_alignment/HG00261.mapped.ILLUMINA.bwa.GBR.exome.20121211.bam,/vol1/ftp/phase3/data/HG00261/exome_alignment/HG00261.mapped.ILLUMINA.bwa.GBR.exome.20121211.bam.bai
CHS,HG00613,/vol1/ftp/phase3/data/HG00613/exome_alignment/HG00613.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam,/vol1/ftp/phase3/data/HG00613/exome_alignment/HG00613.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam.bai
YRI,NA19130,/vol1/ftp/phase3/data/NA19130/exome_alignment/NA19130.mapped.ILLUMINA.bwa.YRI.exome.20120522.bam,/vol1/ftp/phase3/data/NA19130/exome_alignment/NA19130.mapped.ILLUMINA.bwa.YRI.exome.20120522.bam.bai
KHV,HG02113,/vol1/ftp/phase3/data/HG02113/exome_alignment/HG02113.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam,/vol1/ftp/phase3/data/HG02113/exome_alignment/HG02113.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam.bai
CDX,HG02166,/vol1/ftp/phase3/data/HG02166/exome_alignment/HG02166.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam,/vol1/ftp/phase3/data/HG02166/exome_alignment/HG02166.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam.bai
JPT,NA18981,/vol1/ftp/phase3/data/NA18981/exome_alignment/NA18981.mapped.ILLUMINA.bwa.JPT.exome.20120522.bam,/vol1/ftp/phase3/data/NA18981/exome_alignment/NA18981.mapped.ILLUMINA.bwa.JPT.exome.20120522.bam.bai
CLM,HG01486,/vol1/ftp/phase3/data/HG01486/exome_alignment/HG01486.mapped.ILLUMINA.bwa.CLM.exome.20130415.bam,/vol1/ftp/phase3/data/HG01486/exome_alignment/HG01486.mapped.ILLUMINA.bwa.CLM.exome.20130415.bam.bai
JPT,NA18952,/vol1/ftp/phase3/data/NA18952/exome_alignment/NA18952.mapped.ILLUMINA.bwa.JPT.exome.20121211.bam,/vol1/ftp/phase3/data/NA18952/exome_alignment/NA18952.mapped.ILLUMINA.bwa.JPT.exome.20121211.bam.bai
CHS,HG00628,/vol1/ftp/phase3/data/HG00628/exome_alignment/HG00628.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam,/vol1/ftp/phase3/data/HG00628/exome_alignment/HG00628.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam.bai
ITU,HG04216,/vol1/ftp/phase3/data/HG04216/exome_alignment/HG04216.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG04216/exome_alignment/HG04216.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
MSL,HG03410,/vol1/ftp/phase3/data/HG03410/exome_alignment/HG03410.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03410/exome_alignment/HG03410.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
CEU,NA12003,/vol1/ftp/phase3/data/NA12003/exome_alignment/NA12003.mapped.ILLUMINA.bwa.CEU.exome.20130415.bam,/vol1/ftp/phase3/data/NA12003/exome_alignment/NA12003.mapped.ILLUMINA.bwa.CEU.exome.20130415.bam.bai
MSL,HG03097,/vol1/ftp/phase3/data/HG03097/exome_alignment/HG03097.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam,/vol1/ftp/phase3/data/HG03097/exome_alignment/HG03097.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam.bai
ITU,HG03976,/vol1/ftp/phase3/data/HG03976/exome_alignment/HG03976.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03976/exome_alignment/HG03976.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
FIN,HG00378,/vol1/ftp/phase3/data/HG00378/exome_alignment/HG00378.mapped.ILLUMINA.bwa.FIN.exome.20121211.bam,/vol1/ftp/phase3/data/HG00378/exome_alignment/HG00378.mapped.ILLUMINA.bwa.FIN.exome.20121211.bam.bai
STU,HG03693,/vol1/ftp/phase3/data/HG03693/exome_alignment/HG03693.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03693/exome_alignment/HG03693.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
BEB,HG04188,/vol1/ftp/phase3/data/HG04188/exome_alignment/HG04188.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam,/vol1/ftp/phase3/data/HG04188/exome_alignment/HG04188.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam.bai
JPT,NA18966,/vol1/ftp/phase3/data/NA18966/exome_alignment/NA18966.mapped.ILLUMINA.bwa.JPT.exome.20121211.bam,/vol1/ftp/phase3/data/NA18966/exome_alignment/NA18966.mapped.ILLUMINA.bwa.JPT.exome.20121211.bam.bai
PUR,HG01110,/vol1/ftp/phase3/data/HG01110/exome_alignment/HG01110.mapped.ILLUMINA.bwa.PUR.exome.20120522.bam,/vol1/ftp/phase3/data/HG01110/exome_alignment/HG01110.mapped.ILLUMINA.bwa.PUR.exome.20120522.bam.bai
GBR,HG00263,/vol1/ftp/phase3/data/HG00263/exome_alignment/HG00263.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam,/vol1/ftp/phase3/data/HG00263/exome_alignment/HG00263.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam.bai
FIN,HG00275,/vol1/ftp/phase3/data/HG00275/exome_alignment/HG00275.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam,/vol1/ftp/phase3/data/HG00275/exome_alignment/HG00275.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam.bai
FIN,HG00288,/vol1/ftp/phase3/data/HG00288/exome_alignment/HG00288.mapped.ILLUMINA.bwa.FIN.exome.20130415.bam,/vol1/ftp/phase3/data/HG00288/exome_alignment/HG00288.mapped.ILLUMINA.bwa.FIN.exome.20130415.bam.bai
ASW,NA19700,/vol1/ftp/phase3/data/NA19700/exome_alignment/NA19700.mapped.ILLUMINA.bwa.ASW.exome.20120522.bam,/vol1/ftp/phase3/data/NA19700/exome_alignment/NA19700.mapped.ILLUMINA.bwa.ASW.exome.20120522.bam.bai
CDX,HG00766,/vol1/ftp/phase3/data/HG00766/exome_alignment/HG00766.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam,/vol1/ftp/phase3/data/HG00766/exome_alignment/HG00766.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam.bai
KHV,HG01855,/vol1/ftp/phase3/data/HG01855/exome_alignment/HG01855.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam,/vol1/ftp/phase3/data/HG01855/exome_alignment/HG01855.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam.bai
PJL,HG02774,/vol1/ftp/phase3/data/HG02774/exome_alignment/HG02774.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam,/vol1/ftp/phase3/data/HG02774/exome_alignment/HG02774.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam.bai
GBR,HG00255,/vol1/ftp/phase3/data/HG00255/exome_alignment/HG00255.mapped.ILLUMINA.bwa.GBR.exome.20121211.bam,/vol1/ftp/phase3/data/HG00255/exome_alignment/HG00255.mapped.ILLUMINA.bwa.GBR.exome.20121211.bam.bai
CHB,NA18560,/vol1/ftp/phase3/data/NA18560/exome_alignment/NA18560.mapped.ILLUMINA.bwa.CHB.exome.20120522.bam,/vol1/ftp/phase3/data/NA18560/exome_alignment/NA18560.mapped.ILLUMINA.bwa.CHB.exome.20120522.bam.bai
MSL,HG03485,/vol1/ftp/phase3/data/HG03485/exome_alignment/HG03485.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03485/exome_alignment/HG03485.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
CLM,HG01140,/vol1/ftp/phase3/data/HG01140/exome_alignment/HG01140.mapped.ILLUMINA.bwa.CLM.exome.20130415.bam,/vol1/ftp/phase3/data/HG01140/exome_alignment/HG01140.mapped.ILLUMINA.bwa.CLM.exome.20130415.bam.bai
CEU,NA11881,/vol1/ftp/phase3/data/NA11881/exome_alignment/NA11881.mapped.ILLUMINA.bwa.CEU.exome.20130415.bam,/vol1/ftp/phase3/data/NA11881/exome_alignment/NA11881.mapped.ILLUMINA.bwa.CEU.exome.20130415.bam.bai
ITU,HG03722,/vol1/ftp/phase3/data/HG03722/exome_alignment/HG03722.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03722/exome_alignment/HG03722.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
GIH,NA21094,/vol1/ftp/phase3/data/NA21094/exome_alignment/NA21094.mapped.ILLUMINA.bwa.GIH.exome.20121211.bam,/vol1/ftp/phase3/data/NA21094/exome_alignment/NA21094.mapped.ILLUMINA.bwa.GIH.exome.20121211.bam.bai
KHV,HG02127,/vol1/ftp/phase3/data/HG02127/exome_alignment/HG02127.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam,/vol1/ftp/phase3/data/HG02127/exome_alignment/HG02127.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam.bai
GBR,HG00114,/vol1/ftp/phase3/data/HG00114/exome_alignment/HG00114.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam,/vol1/ftp/phase3/data/HG00114/exome_alignment/HG00114.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam.bai
PUR,HG00742,/vol1/ftp/phase3/data/HG00742/exome_alignment/HG00742.mapped.ILLUMINA.bwa.PUR.exome.20130415.bam,/vol1/ftp/phase3/data/HG00742/exome_alignment/HG00742.mapped.ILLUMINA.bwa.PUR.exome.20130415.bam.bai
BEB,HG03600,/vol1/ftp/phase3/data/HG03600/exome_alignment/HG03600.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam,/vol1/ftp/phase3/data/HG03600/exome_alignment/HG03600.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam.bai
FIN,HG00338,/vol1/ftp/phase3/data/HG00338/exome_alignment/HG00338.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam,/vol1/ftp/phase3/data/HG00338/exome_alignment/HG00338.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam.bai
GBR,HG00097,/vol1/ftp/phase3/data/HG00097/exome_alignment/HG00097.mapped.ILLUMINA.bwa.GBR.exome.20130415.bam,/vol1/ftp/phase3/data/HG00097/exome_alignment/HG00097.mapped.ILLUMINA.bwa.GBR.exome.20130415.bam.bai
IBS,HG01709,/vol1/ftp/phase3/data/HG01709/exome_alignment/HG01709.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam,/vol1/ftp/phase3/data/HG01709/exome_alignment/HG01709.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam.bai
PJL,HG02783,/vol1/ftp/phase3/data/HG02783/exome_alignment/HG02783.mapped.ILLUMINA.bwa.PJL.exome.20121211.bam,/vol1/ftp/phase3/data/HG02783/exome_alignment/HG02783.mapped.ILLUMINA.bwa.PJL.exome.20121211.bam.bai
GIH,NA20877,/vol1/ftp/phase3/data/NA20877/exome_alignment/NA20877.mapped.ILLUMINA.bwa.GIH.exome.20120522.bam,/vol1/ftp/phase3/data/NA20877/exome_alignment/NA20877.mapped.ILLUMINA.bwa.GIH.exome.20120522.bam.bai
CHB,NA18553,/vol1/ftp/phase3/data/NA18553/exome_alignment/NA18553.mapped.ILLUMINA.bwa.CHB.exome.20120522.bam,/vol1/ftp/phase3/data/NA18553/exome_alignment/NA18553.mapped.ILLUMINA.bwa.CHB.exome.20120522.bam.bai
CHS,HG00445,/vol1/ftp/phase3/data/HG00445/exome_alignment/HG00445.mapped.ILLUMINA.bwa.CHS.exome.20121211.bam,/vol1/ftp/phase3/data/HG00445/exome_alignment/HG00445.mapped.ILLUMINA.bwa.CHS.exome.20121211.bam.bai
CDX,HG02401,/vol1/ftp/phase3/data/HG02401/exome_alignment/HG02401.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG02401/exome_alignment/HG02401.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
STU,HG04210,/vol1/ftp/phase3/data/HG04210/exome_alignment/HG04210.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG04210/exome_alignment/HG04210.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
PJL,HG02654,/vol1/ftp/phase3/data/HG02654/exome_alignment/HG02654.mapped.ILLUMINA.bwa.PJL.exome.20121211.bam,/vol1/ftp/phase3/data/HG02654/exome_alignment/HG02654.mapped.ILLUMINA.bwa.PJL.exome.20121211.bam.bai
ESN,HG03271,/vol1/ftp/phase3/data/HG03271/exome_alignment/HG03271.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam,/vol1/ftp/phase3/data/HG03271/exome_alignment/HG03271.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam.bai
GBR,HG00129,/vol1/ftp/phase3/data/HG00129/exome_alignment/HG00129.mapped.ILLUMINA.bwa.GBR.exome.20130415.bam,/vol1/ftp/phase3/data/HG00129/exome_alignment/HG00129.mapped.ILLUMINA.bwa.GBR.exome.20130415.bam.bai
FIN,HG00323,/vol1/ftp/phase3/data/HG00323/exome_alignment/HG00323.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam,/vol1/ftp/phase3/data/HG00323/exome_alignment/HG00323.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam.bai
STU,HG03899,/vol1/ftp/phase3/data/HG03899/exome_alignment/HG03899.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03899/exome_alignment/HG03899.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
IBS,HG01686,/vol1/ftp/phase3/data/HG01686/exome_alignment/HG01686.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam,/vol1/ftp/phase3/data/HG01686/exome_alignment/HG01686.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam.bai
MSL,HG03452,/vol1/ftp/phase3/data/HG03452/exome_alignment/HG03452.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03452/exome_alignment/HG03452.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
PEL,HG02277,/vol1/ftp/phase3/data/HG02277/exome_alignment/HG02277.mapped.ILLUMINA.bwa.PEL.exome.20130415.bam,/vol1/ftp/phase3/data/HG02277/exome_alignment/HG02277.mapped.ILLUMINA.bwa.PEL.exome.20130415.bam.bai
MSL,HG03057,/vol1/ftp/phase3/data/HG03057/exome_alignment/HG03057.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam,/vol1/ftp/phase3/data/HG03057/exome_alignment/HG03057.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam.bai
CEU,NA12058,/vol1/ftp/phase3/data/NA12058/exome_alignment/NA12058.mapped.ILLUMINA.bwa.CEU.exome.20120522.bam,/vol1/ftp/phase3/data/NA12058/exome_alignment/NA12058.mapped.ILLUMINA.bwa.CEU.exome.20120522.bam.bai
FIN,HG00178,/vol1/ftp/phase3/data/HG00178/exome_alignment/HG00178.mapped.ILLUMINA.bwa.FIN.exome.20121211.bam,/vol1/ftp/phase3/data/HG00178/exome_alignment/HG00178.mapped.ILLUMINA.bwa.FIN.exome.20121211.bam.bai
YRI,NA19159,/vol1/ftp/phase3/data/NA19159/exome_alignment/NA19159.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam,/vol1/ftp/phase3/data/NA19159/exome_alignment/NA19159.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam.bai
ESN,HG03114,/vol1/ftp/phase3/data/HG03114/exome_alignment/HG03114.mapped.ILLUMINA.bwa.ESN.exome.20121211.bam,/vol1/ftp/phase3/data/HG03114/exome_alignment/HG03114.mapped.ILLUMINA.bwa.ESN.exome.20121211.bam.bai
CLM,HG01441,/vol1/ftp/phase3/data/HG01441/exome_alignment/HG01441.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam,/vol1/ftp/phase3/data/HG01441/exome_alignment/HG01441.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam.bai
YRI,NA18853,/vol1/ftp/phase3/data/NA18853/exome_alignment/NA18853.mapped.ILLUMINA.bwa.YRI.exome.20120522.bam,/vol1/ftp/phase3/data/NA18853/exome_alignment/NA18853.mapped.ILLUMINA.bwa.YRI.exome.20120522.bam.bai
TSI,NA20536,/vol1/ftp/phase3/data/NA20536/exome_alignment/NA20536.mapped.ILLUMINA.bwa.TSI.exome.20130415.bam,/vol1/ftp/phase3/data/NA20536/exome_alignment/NA20536.mapped.ILLUMINA.bwa.TSI.exome.20130415.bam.bai
IBS,HG02233,/vol1/ftp/phase3/data/HG02233/exome_alignment/HG02233.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam,/vol1/ftp/phase3/data/HG02233/exome_alignment/HG02233.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam.bai
JPT,NA18959,/vol1/ftp/phase3/data/NA18959/exome_alignment/NA18959.mapped.ILLUMINA.bwa.JPT.exome.20121211.bam,/vol1/ftp/phase3/data/NA18959/exome_alignment/NA18959.mapped.ILLUMINA.bwa.JPT.exome.20121211.bam.bai
PEL,HG02104,/vol1/ftp/phase3/data/HG02104/exome_alignment/HG02104.mapped.ILLUMINA.bwa.PEL.exome.20130415.bam,/vol1/ftp/phase3/data/HG02104/exome_alignment/HG02104.mapped.ILLUMINA.bwa.PEL.exome.20130415.bam.bai
CLM,HG01251,/vol1/ftp/phase3/data/HG01251/exome_alignment/HG01251.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam,/vol1/ftp/phase3/data/HG01251/exome_alignment/HG01251.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam.bai
KHV,HG01850,/vol1/ftp/phase3/data/HG01850/exome_alignment/HG01850.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam,/vol1/ftp/phase3/data/HG01850/exome_alignment/HG01850.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam.bai
PEL,HG02260,/vol1/ftp/phase3/data/HG02260/exome_alignment/HG02260.mapped.ILLUMINA.bwa.PEL.exome.20121211.bam,/vol1/ftp/phase3/data/HG02260/exome_alignment/HG02260.mapped.ILLUMINA.bwa.PEL.exome.20121211.bam.bai
CEU,NA12761,/vol1/ftp/phase3/data/NA12761/exome_alignment/NA12761.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA12761/exome_alignment/NA12761.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
CHB,NA18597,/vol1/ftp/phase3/data/NA18597/exome_alignment/NA18597.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam,/vol1/ftp/phase3/data/NA18597/exome_alignment/NA18597.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam.bai
CLM,HG01440,/vol1/ftp/phase3/data/HG01440/exome_alignment/HG01440.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam,/vol1/ftp/phase3/data/HG01440/exome_alignment/HG01440.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam.bai
PUR,HG01171,/vol1/ftp/phase3/data/HG01171/exome_alignment/HG01171.mapped.ILLUMINA.bwa.PUR.exome.20120522.bam,/vol1/ftp/phase3/data/HG01171/exome_alignment/HG01171.mapped.ILLUMINA.bwa.PUR.exome.20120522.bam.bai
ITU,HG04235,/vol1/ftp/phase3/data/HG04235/exome_alignment/HG04235.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG04235/exome_alignment/HG04235.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
ESN,HG03189,/vol1/ftp/phase3/data/HG03189/exome_alignment/HG03189.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam,/vol1/ftp/phase3/data/HG03189/exome_alignment/HG03189.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam.bai
ITU,HG03965,/vol1/ftp/phase3/data/HG03965/exome_alignment/HG03965.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03965/exome_alignment/HG03965.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
